UniProt ID	Gene	pLDDT	UniProt Annotation	Swiss-Prot	UniProt	AlphaFold-Proteomes	Most frequent hit	Most frequent hit n
A8BVK2	GL50803_4236	87.61	Dynein light chain	Dynein light chain Tctex-type 1	Dynein light chain Tctex-type 3	Dynein, light chain, Tctex-type 3	Dynein light chain Tctex-type 1	40
A8BW81	GL50803_21398	58.63	Zinc-RING finger domain-containing protein	None	RING-type domain-containing protein	None	RING-type domain-containing protein	1
A8BW63	GL50803_12152	89.48	Kinase, NEK	Serine/threonine-protein kinase nekl-2	Nek3 protein	NIMA (Never in mitosis gene a)-related kinase 2	Protein kinase domain-containing protein	552
A8BWI1	GL50803_16380	79.38	Cathepsin L	Counting factor associated protein D	Cathepsin L/ cysteine proteinase 2	26-29kD-proteinase	Pept_C1 domain-containing protein	189
A8BW22	GL50803_13672	95.86	Nicotinamide-nucleotide adenylyltransferase	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3	Nicotinamide-nucleotide adenylyltransferase	Nicotinamide-nucleotide adenylyltransferase	Nicotinamide-nucleotide adenylyltransferase	471
A8BVS0	GL50803_16861	33.99	Uncharacterized protein	None	None	None	None	0
A8BWL2	GL50803_19230	62.84	Pam16	Mitochondrial import inner membrane translocase subunit PAM16 like 1	Chaperone protein DnaJ	Mitochondrial import inner membrane translocase subunit TIM16	J domain-containing protein	122
A8BVP3	GL50803_101866	72.07	Kinase, NEK	Cyclin-dependent kinase 5 homolog	NEK protein kinase	Non-specific serine/threonine protein kinase	Protein kinase domain-containing protein	218
A8BVX2	GL50803_103058	86.23	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	362
A8BW54	GL50803_12148	54.47	Kinase, NEK	Serine/threonine-protein kinase ATG1	Kinase-like protein	Protein kinase domain-containing protein	Protein kinase domain-containing protein	265
A8BVI1	GL50803_2876	83.83	UBC2, putative	Ubiquitin-conjugating enzyme E2 2	UBC core domain-containing protein	UBC core domain-containing protein	UBC core domain-containing protein	618
A8BVP5	GL50803_7639	94.26	Tetratricopeptide repeat-containing protein	Tetratricopeptide repeat protein 19 homolog, mitochondrial	Tetratricopeptide repeat protein	TPR_REGION domain-containing protein	Tetratricopeptide repeat protein	148
A8BVU1	GL50803_16863	58.33	Caffeine-induced death protein 1-like protein	Terminal uridylyltransferase cid1	PAP/25A associated domain family	Os02g0122100 protein	Polynucleotide adenylyltransferase	213
A8BWD7	GL50803_15007	35.5	Uncharacterized protein	None	None	None	None	0
A8BW31	GL50803_5615	84.3	Uncharacterized protein	Protein HGV2	SHNi-TPR domain-containing protein	SHNi-TPR domain-containing protein	Tetratricopeptide repeat protein	94
A8BWB7	GL50803_114617	84.08	High cysteine membrane protein Group 4	Endoprotease bli-4	Variant-specific surface protein	Endoprotease bli-4	Variant-specific surface protein	174
A8BVM3	GL50803_16779	96.2	Cathepsin B	Cathepsin B-like CP3	Cathepsin B	Pept_C1 domain-containing protein	Pept_C1 domain-containing protein	317
A8BWB9	GL50803_3269	46.45	Uncharacterized protein	Synaptogyrin-3	Dedicator of cytokinesis 4	MARVEL domain-containing protein	Synaptogyrin	15
A8BW33	GL50803_5613	95.09	Trimethylguanosine synthase	Trimethylguanosine synthase	Trimethylguanosine synthase	Trimethylguanosine synthase	Ubiquinone biosynthesis O-methyltransferase	261
A8BVI7	GL50803_16141	81.92	Ser/Thr protein kinase pkwA, putative	Dynein assembly factor with WDR repeat domains 1	dynein assembly factor with WDR repeat domains 1	Guanine nucleotide-binding protein subunit beta-like protein	WD_REPEATS_REGION domain-containing protein	112
A8BWE3	GL50803_9644	53.2	Uncharacterized protein	Magnesium transporter MRS2-I	vesicle transport protein SEC20 isoform X3	None	t-SNARE coiled-coil homology domain-containing protein	4
A8BVK1	GL50803_4235	66.29	Nuclear LIM interactor-interacting factor 1	CTD small phosphatase-like protein	FCP1 homology domain-containing protein	CTD small phosphatase-like protein	FCP1 homology domain-containing protein	376
A8BVR3	GL50803_112304	94.71	Elongation factor 1-alpha	Elongation factor 1-alpha	Elongation factor 1-alpha	Elongation factor 1-alpha	Elongation factor Tu	391
A8BW42	GL50803_3291	64.65	Ankyrin repeat protein	Mitochondrial import receptor subunit TOM20-2	Ankyrin repeat protein	Bm6393	Tetratricopeptide repeat protein	72
A8BWS4	GL50803_13372	71.1	Cilia- and flagella-associated protein 45	None	TPH domain-containing protein	None	TPH domain-containing protein	2
A8BWN9	GL50803_101330	81.87	Uncharacterized protein	Probable sugar efflux transporter	DHA1 family inner membrane transport protein	Probable sugar efflux transporter	MFS domain-containing protein	384
A8BVL0	GL50803_92498	68.74	Kinase, NEK	Serine/threonine-protein kinase polo	Aurora kinase	Protein kinase domain-containing protein	Protein kinase domain-containing protein	284
A8BVU0	GL50803_14827	69.06	Ribosomal protein S11	40S ribosomal protein S11-3	Ribosomal protein S11	40S ribosomal protein S11-3	30S ribosomal protein S17	1355
A8BW49	GL50803_12146	40.29	Uncharacterized protein	Ragulator complex protein LAMTOR2 homolog	AraC-type DNA-binding protein	WD40 repeat protein	Histidine kinase	19
A8BVQ1	GL50803_2692	78.09	Acyltransferase	Lysophospholipid acyltransferase LPEAT2	PlsC domain-containing protein	Lysophospholipid acyltransferase LPEAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase	317
A8BWH4	GL50803_9548	57.43	Cathepsin L	Cathepsin S	Cathepsin L	Cathepsin S, ortholog 1	Pept_C1 domain-containing protein	210
A8BWF2	GL50803_114623	89.7	EamA-like transporter family protein	Solute carrier family 35 member F6	PALP domain-containing protein	Solute carrier family 35 member F6	TPT domain-containing protein	133
A8BW27	GL50803_13982	81.66	Ankyrin repeat protein 1	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C	ZU5 domain-containing protein	Probable serine/threonine-protein kinase nek3	Protein kinase domain-containing protein	332
A8BWP1	GL50803_8691	86.95	tRNA (adenine(58)-N(1))-methyltransferase	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A	tRNA (adenine(58)-N(1))-methyltransferase	tRNA (adenine(58)-N(1))-methyltransferase	Ribosomal RNA small subunit methyltransferase H	346
A8BWK0	GL50803_9573	61.95	Uncharacterized protein	Synembryn-B	Serine/threonine protein kinase	RING-type E3 ubiquitin transferase	RING-type E3 ubiquitin transferase	4
A8BVJ1	GL50803_1383	83.9	Prefoldin subunit 4	Prefoldin subunit 4	Prefoldin subunit 4	Prefoldin subunit 4	Prefoldin subunit beta	137
A8BVK8	GL50803_13576	51.83	Uncharacterized protein	Neutral protease	F5/8 type C domain-containing protein	YfhO family protein	PA14 domain-containing protein	17
A8BWI4	GL50803_14983	80.57	Cathepsin L	Counting factor associated protein D	Cathepsin L	Counting factor associated protein D	Outer-membrane lipoprotein LolB	213
A8BVK6	GL50803_4239	60.11	Uncharacterized protein	Alpha-mannosidase	PTPS_related domain-containing protein	Alpha-mannosidase	DUF5110 domain-containing protein	8
A8BVJ6	GL50803_25855	75.73	4F5 protein family protein	None	4F5 domain-containing protein	None	4F5 domain-containing protein	1
A8BW60	GL50803_12150	79.44	alanine transaminase	Probable alanine aminotransferase, mitochondrial	ALT alanine transaminase	Aminotran_1_2 domain-containing protein	Aminotran_1_2 domain-containing protein	328
A8BW61	GL50803_15589	81.98	FERM domain-containing protein	E3 ubiquitin-protein ligase MYLIP-A	FERM domain-containing protein	Ceramide glucosyltransferase	FERM domain-containing protein	147
A8BWM5	GL50803_8682	83.65	6-phosphogluconolactonase/Glucose-6-phosphate 1-dehydrogenase	Glucose-6-phosphate 1-dehydrogenase	Glucose-6-phosphate 1-dehydrogenase	Glucose-6-phosphate 1-dehydrogenase	Glucose-6-phosphate 1-dehydrogenase	486
A8BWM8	GL50803_14759	93.88	6-phosphogluconate dehydrogenase, decarboxylating	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating	6-phosphogluconate dehydrogenase, decarboxylating	6-phosphogluconate dehydrogenase, decarboxylating	6-phosphogluconate dehydrogenase, decarboxylating	629
A8BVV3	GL50803_112305	79.44	High cysteine membrane protein VSP-like	Major surface-labeled trophozoite antigen 417	High cysteine membrane VSP-like protein	None	Variant-specific surface protein	61
A8BWR9	GL50803_61490	79.52	Kinase, NEK	Serine/threonine-protein kinase Nek7	NEK6 kinase	Serine/threonine-protein kinase Nek7	Protein kinase domain-containing protein	487
A8BWA7	GL50803_101120	40.61	Uncharacterized protein	None	None	None	None	0
A8BWK6	GL50803_101326	37.65	Uncharacterized protein	None	EMI domain-containing protein	None	EMI domain-containing protein	1
A8BWS7	GL50803_137693	31.82	Uncharacterized protein	None	None	None	None	0
A8BVX4	GL50803_101589	84.25	High cysteine membrane protein	Major surface-labeled trophozoite antigen 417	VSP with INR	Surface antigen-like protein	Variant-specific surface protein	206
A8BVM1	GL50803_13622	68.95	Reticulon-like protein	ADP-ribosylation factor-like protein 6-interacting protein 1	AR6P1 protein	ADP-ribosylation factor-like 6 interacting protein 1	ADP-ribosylation factor-like protein 6-interacting protein 1	12
A8BVS3	GL50803_5610	52.52	Uncharacterized protein	Protein kintoun	PIH1_CS domain-containing protein	Protein kintoun	Protein kintoun	23
A8BVT7	GL50803_22394	80.34	Cyclin	G1/S-specific cyclin-D1	Cyclin, N-terminal domain-containing protein	G1/S-specific cyclin-D1	Cyclin N-terminal domain-containing protein	114
A8BVK4	GL50803_13575	88.45	Dynein light chain	Dynein light chain Tctex-type 1	Outer arm dynein LC3	Dynein light chain Tctex-type 1	Dynein light chain Tctex-type 1	39
A8BW38	GL50803_17625	89.71	Kinase, CMGC GSK	Shaggy-related protein kinase theta	Non-specific serine/threonine protein kinase	Non-specific serine/threonine protein kinase	Protein kinase domain-containing protein	524
A8BWP4	GL50803_8692	87.96	CBS domain-containing protein	5'-AMP-activated protein kinase subunit gamma-1	CBS domain-containing protein	OJ1485_B09.7 protein	HlyC/CorC family transporter	207
A8BW36	GL50803_17626	86.48	HMG (High mobility group) box-containing protein	High mobility group protein	HMG box domain-containing protein	Unplaced genomic scaffold supercont1.5, whole genome shotgun sequence	HMG box domain-containing protein	314
A8BWD2	GL50803_15008	86.07	High cysteine membrane protein Group 1	None	High cysteine membrane protein Group 1	None	Variant-specific surface protein	18
A8BVT0	GL50803_8987	34.65	Uncharacterized protein	None	None	None	None	0
A8BW19	GL50803_95064	94.97	Queuine tRNA-ribosyltransferase catalytic subunit 1	Queuine tRNA-ribosyltransferase catalytic subunit 1	Queuine tRNA-ribosyltransferase catalytic subunit 1	Queuine tRNA-ribosyltransferase catalytic subunit 1	Queuine tRNA-ribosyltransferase	948
A8BXA7	GL50803_7422	52.18	Uncharacterized protein	Chloride conductance regulatory protein ICln	Vacuolar protein-sorting-associated protein 36	C2 domain-containing protein	Oxysterol-binding protein	5
A8BX53	GL50803_16681	32.14	Uncharacterized protein	None	None	None	None	0
A8BWV7	GL50803_7652	82.04	Translation initiation factor	Translation initiation factor eIF-2B subunit beta	Translation initiation factor	Translation initiation factor eIF-2B subunit beta	Methylthioribose-1-phosphate isomerase	446
A8BWS9	GL50803_3490	84.17	Kinase, NEK	Ankyrin repeat, PH and SEC7 domain containing protein secG	Ankyrin repeat protein	NIMA-related kinase 2	Protein kinase domain-containing protein	356
A8BXC1	GL50803_7413	77.42	Uncharacterized protein	NTF2-related export protein	NTF2-related export protein 2	NTF2 domain-containing protein	SnoaL-like domain-containing protein	84
A8BXB3	GL50803_14450	52.36	Uncharacterized protein	NAD(+) hydrolase ApTIR	WD_REPEATS_REGION domain-containing protein	Guanine nucleotide-binding protein subunit beta-like protein	Guanine nucleotide-binding protein subunit beta-like protein	7
A8BWY2	GL50803_94525	49.1	BZIP family protein	None	None	None	None	0
A8BXA2	GL50803_6000	78.12	Amino acid transporter family	Sodium-coupled neutral amino acid transporter 2	Amino acid transporter	Aa_trans domain-containing protein	Aa_trans domain-containing protein	157
A8BWX6	GL50803_1830	90.93	Ribosomal large subunit pseudouridine synthase D	RNA pseudouridylate synthase domain-containing protein 1	PseudoU_synth_2 domain-containing protein	RNA pseudouridylate synthase domain-containing protein 1	Pseudouridine synthase	493
A8BWY0	GL50803_37907	85.31	Signal recognition particle 19 kDa protein	Signal recognition particle 19 kDa protein	Signal recognition particle 19 kDa protein	Signal recognition particle subunit SRP19	Signal recognition particle 19 kDa protein	298
A8BXD1	GL50803_5661	68.19	Protein MAK16 homolog	Protein MAK16 homolog	Protein MAK16 homolog	Protein MAK16 homolog	Protein MAK16 homolog	201
A8BXC6	GL50803_112893	78.7	Uncharacterized protein	Protein GET4	Alpha-SNAP	Protein GET4	Tetratricopeptide repeat protein	77
A8BX25	GL50803_4985	74.81	Uncharacterized protein	None	Non-specific serine/threonine protein kinase	None	Non-specific serine/threonine protein kinase	1
A8BXE6	GL50803_32778	85.48	Ankyrin repeat protein 1	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	Ankyrin repeat protein	Ankyrin repeat domain 44	Ankyrin repeat protein 1	115
A8BWU9	GL50803_16149	59.84	Mlh1-like protein	DNA mismatch repair protein MutL	DNA mismatch repair protein MutL	DNA_mis_repair domain-containing protein	DNA mismatch repair protein MutL	608
A8BXG8	GL50803_103437	94.93	Alpha-9 giardin	Giardin subunit alpha-9	Alpha-6 giardin	Annexin	Annexin	795
A8BX15	GL50803_16159	48.96	Chromo domain-containing protein	None	None	None	None	0
A8BX42	GL50803_23560	33.31	Uncharacterized protein	Preferentially expressed antigen in melanoma-like protein 1	F-box domain-containing protein	Preferentially expressed antigen in melanoma-like protein 1	Preferentially expressed antigen in melanoma-like protein 1	2
A8BXD9	GL50803_14004	71.21	Kinase, CMGC RCK/Long-flagella protein	Cyclin-dependent kinase 5 homolog	MOK protein kinase	Protein kinase domain-containing protein	Non-specific serine/threonine protein kinase	279
A8BXJ1	GL50803_11642	74.4	ceramide glucosyltransferase	Ceramide glucosyltransferase 3	Ceramide glucosyltransferase	Ceramide glucosyltransferase	Glyco_trans_2-like domain-containing protein	197
A8BX98	GL50803_5999	81.04	Kinase, NEK	Probable serine/threonine-protein kinase nek2	Protein kinase domain-containing protein	NimA-like kinase	Protein kinase domain-containing protein	391
A8BX22	GL50803_27310	90.65	Stress-induced-phosphoprotein 1	Stress-induced-phosphoprotein 1	STI1 domain-containing protein	Stress-induced protein sti1	Tetratricopeptide repeat protein	189
A8BWW5	GL50803_7653	78.7	Kinase, NEK	Serine/threonine-protein kinase Nek2	Other NEK kinase	Serine/threonine-protein kinase Nek2	Non-specific serine/threonine protein kinase	427
A8BX96	GL50803_14083	57.44	Sin-like protein	DNA-directed RNA polymerase III subunit rpc5	DNA-directed RNA polymerase III complex subunit Rpc37	DNA-directed RNA polymerase III subunit rpc5	EAF domain-containing protein	80
A8BXI4	GL50803_15460	64.16	Dynein-like protein	Thioredoxin 2	thioredoxin domain-containing protein 6	TPR_REGION domain-containing protein	Thioredoxin	9
A8BXI7	GL50803_11638	70.84	Topoisomerase I-related protein	Terminal nucleotidyltransferase 4A	PAP-associated domain-containing protein	PAP/OAS1 substrate-binding domain superfamily	Polynucleotide adenylyltransferase	143
A8BXG9	GL50803_11632	36.52	Uncharacterized protein	None	None	None	None	0
A8BX10	GL50803_3528	46.24	Uncharacterized protein	Focadhesin	Focadhesin	Focadhesin	Importin N-terminal domain-containing protein	16
A8BWU7	GL50803_24279	53.92	Nuclear pore complex protein	COP9 signalosome complex subunit 2	eIF-3c_N domain-containing protein	CSN8_PSD8_EIF3K domain-containing protein	Eukaryotic translation initiation factor 3 subunit K	6
A8BX32	GL50803_16156	91.78	Ankyrin repeat protein 1	GA-binding protein subunit beta-1	Ankyrin_rpt-contain_dom domain-containing protein	GA-binding protein transcription factor subunit beta 2b	Ankyrin repeat protein 1	116
A8BX75	GL50803_12031	79.46	Uncharacterized protein	None	None	None	None	0
A8BWT2	GL50803_3491	86.38	Uncharacterized protein	Serine/threonine-protein kinase 10	Mitogen-activated protein kinase kinase kinase 1	None	Methyl-accepting chemotaxis protein	18
A8BXB8	GL50803_7414	81.2	Ankyrin repeat protein 1	Ankyrin repeat domain-containing protein 6	Protein 21.1	Ankyrin repeat and KH domain-containing protein 1	Ankyrin_rpt-contain_dom domain-containing protein	87
A8BX50	GL50803_12046	87.25	SPEF1-like protein	Sperm flagellar protein 1	sperm flagellar protein 1-like	Sperm flagellar protein 1	Calponin-homology (CH) domain-containing protein	32
A8BXE1	GL50803_5665	77.06	50S ribosomal protein L40e	Ubiquitin-60S ribosomal protein L40	Ubiquitin/Ribosomal protein L40e	60S ribosomal protein L40	Ubiquitin	310
A8BWV4	GL50803_7649	84.71	DNA ligase	DNA ligase 1	DNA ligase	DNA ligase	DNA ligase	684
A8BX46	GL50803_38275	40.81	Clr5 domain-containing protein	None	None	None	None	0
A8BX77	GL50803_15555	77.62	ATP-dependent RNA helicase	Probable ATP-dependent RNA helicase DDX55 homolog	RNA helicase	Probable ATP-dependent RNA helicase DDX55 homolog	RNA helicase	351
